student_id,midterm_score,final_score,attendance_days
STU_0880,81.9,68.6,17
STU_0881,95.3,82.7,19
STU_0882,64.7,87.9,16
STU_0883,65.1,65.1,17
STU_0884,80.4,70.3,20
STU_0885,76.8,74.8,16
STU_0886,88.5,77.2,15
STU_0887,75.8,68.5,17
STU_0888,66.4,78.4,16
STU_0889,75.9,,20
STU_0890,81.1,74.9,16
STU_0891,78.2,79.4,16
STU_0892,75.1,75.1,20
STU_0893,80.7,,17
STU_0894,81.7,74.1,18
STU_0895,83.8,74.3,17
STU_0896,76.5,72.0,19
STU_0897,68.3,72.9,20
STU_0898,71.5,87.8,17
STU_0899,82.1,79.5,16
STU_0900,61.8,72.6,20
STU_0901,73.7,80.6,15
STU_0902,66.1,72.3,17
STU_0903,70.3,84.4,20
STU_0904,82.8,78.0,17
STU_0905,71.9,74.1,20
STU_0906,70.5,78.6,16
STU_0907,56.4,62.4,15
STU_0908,77.5,66.0,15
STU_0909,76.5,65.4,19
STU_0910,91.6,76.1,20
STU_0911,66.9,88.9,17
STU_0912,72.2,92.9,15
STU_0913,72.5,80.1,15
STU_0914,85.8,79.0,18
STU_0915,69.0,60.6,18
STU_0916,72.8,70.7,15
STU_0917,76.1,68.7,20
STU_0918,71.9,70.0,19
STU_0919,65.5,73.7,15
STU_0920,71.9,71.2,16
STU_0921,80.7,59.2,17
STU_0922,59.7,,19
STU_0923,71.3,66.4,16
STU_0924,63.0,76.9,19
STU_0925,82.0,91.6,16
STU_0926,54.8,67.6,17
STU_0927,64.4,54.8,17
STU_0928,73.8,,18
STU_0929,85.7,83.8,20
STU_0930,69.3,90.7,16
STU_0931,64.4,65.2,18
STU_0932,88.8,79.0,16
STU_0933,55.5,71.3,18
STU_0934,48.0,74.2,17
STU_0935,74.4,96.2,19
STU_0936,65.0,63.0,18
STU_0937,59.8,77.0,16
STU_0938,77.1,78.7,16
STU_0939,72.4,83.7,20
STU_0940,64.4,75.8,17
STU_0941,57.2,77.5,16
STU_0942,78.7,71.9,15
STU_0943,76.5,77.2,19
STU_0944,69.0,72.3,18
STU_0945,88.5,80.0,20
STU_0946,59.3,72.0,19
STU_0947,54.7,78.0,17
STU_0948,63.1,74.8,20
STU_0949,69.5,84.0,18
STU_0950,72.4,74.6,18
STU_0951,67.6,60.8,15
STU_0952,73.5,85.1,17
STU_0953,57.5,67.8,20
STU_0954,84.4,69.8,20
STU_0955,69.2,70.2,16
STU_0956,81.2,86.0,15
STU_0957,73.4,57.9,15
STU_0958,74.6,100.1,20
STU_0959,75.7,83.4,20
STU_0960,74.5,76.8,19
STU_0961,76.4,74.6,19
STU_0962,83.3,77.3,19
STU_0963,72.0,79.2,15
STU_0964,77.1,80.2,16
STU_0965,69.1,79.4,18
STU_0966,84.4,75.7,19
STU_0967,63.2,73.4,16
STU_0968,88.0,73.8,17
STU_0969,69.6,73.4,19
STU_0970,55.7,84.1,18
STU_0971,71.3,79.7,17
STU_0972,63.2,51.5,17
STU_0973,78.4,80.2,18
STU_0974,63.5,76.6,19
STU_0975,65.5,74.9,15
STU_0976,51.1,71.9,18
STU_0977,65.5,,18
STU_0978,45.8,82.6,18
STU_0979,54.2,68.8,17
STU_0980,77.6,,16
STU_0981,77.9,67.2,15
STU_0982,74.3,64.0,19
STU_0983,60.3,70.0,19
STU_0984,69.5,81.9,16
STU_0985,70.0,82.6,18
STU_0986,58.4,79.1,15
STU_0987,85.0,80.8,19
STU_0988,78.8,79.1,20
STU_0989,67.8,69.9,19
STU_0990,70.3,78.5,18
STU_0991,72.1,81.4,20
STU_0992,49.6,81.0,16
STU_0993,67.5,84.5,15
STU_0994,63.2,80.7,16
STU_0995,60.0,77.8,16
STU_0996,67.2,83.6,15
STU_0997,88.0,74.8,15
STU_0998,76.4,67.9,19
STU_0999,64.3,73.7,19
STU_1000,75.7,69.0,15
STU_0501,79.3,81.2,18
STU_0502,89.1,70.6,16
STU_0503,56.0,68.5,19
STU_0504,75.6,75.0,19
STU_0505,63.5,73.6,20
STU_0506,65.1,71.4,18
STU_0507,64.1,80.6,16
STU_0508,61.4,82.6,18
STU_0509,70.5,75.7,16
STU_0510,61.7,86.8,18
STU_0511,72.7,65.9,19
STU_0512,69.5,73.5,19
STU_0513,67.6,69.3,15
STU_0514,60.9,60.1,17
STU_0515,64.2,74.3,20
STU_0516,77.6,74.0,18
STU_0517,75.0,87.1,20
STU_0518,60.2,80.0,15
STU_0519,71.0,66.8,17
STU_0520,77.5,89.8,18
